IDLattes,DuracaoDoutorado,Genero,GrandesAreas,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,ListaFiliacoes,UltimaFiliacao,HistoricoFiliacaoemIESInternacional,UltimaFiliacaoInter,UltimaFiliacaoBR
3520683506546458,2,1,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,26,12,{UF} DE SAO JOAO DEL REI; {CU} DE LAVRAS; JOURNAL OF HAZARDOUS MATERIALS PRINT; CHEMICAL ENGINEERING JOURNAL ; WATER SCIENCE AND TECHNOLOGY WATER SUPPLY PRINT; APPLIED CATALYSIS A GENERAL PRINT; {UF} DE LAVRAS; LABORATORIO NACIONAL DE LUZ SINCROTRON; INDUSTRIAL AMP ENGINEERING CHEMISTRY RESEARCH; ENVIRONMENTAL SCIENCE AND POLLUTION RESEARCH INTERNATIONAL; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; JOURNAL OF MOLECULAR CATALYSIS A CHEMICAL; JOURNAL OF ENVIRONMENTAL SCIENCES; APPLIED CLAY SCIENCE; PROCESS SAFETY AND ENVIRONMENTAL PROTECTION; JOURNAL OF ENVIRONMENTAL MANAGEMENT; INTERNATIONAL JOURNAL OF CHEMICAL ENGENEERING; JOURNAL OF ENVIRONMENTAL CHEMICAL ENGINEERING; JOURNAL OF THE BRAZILIAN CHEMICAL SOCIETY ONLINE; SEPARATION AND PURIFICATION TECHNOLOGY; ENVIRONMENTAL SCIENCE AMP TECHNOLOGY; INTERNATIONAL JOURNAL OF NANO AND BIOMATERIALS; DESALINATION AND WATER TREATMENT; ENVIRONMENTAL TECHNOLOGY AMP INNOVATION; CATALYSIS SCIENCE AMP TECHNOLOGY; MATERIA; WASTE MANAGEMENT; SN APPLIED SCIENCES,CATALYSIS SCIENCE AMP TECHNOLOGY; MATERIA; WASTE MANAGEMENT; SN APPLIED SCIENCES,0,0,
3520687469789518,2,1,CIENCIAS DA SAUDE,0,2,2,{E} BAIANA DE MEDICINA E SAUDE PUBLICA; SECRETARIA DE SAUDE DO ESTADO DA BAHIA; {I} MANTENEDOR DE ENSINO SUPERIOR DA BAHIA; {UF} DA BAHIA; {E} BAHIANA DE MEDICINA E SAUDE PUBLICA,{E} BAHIANA DE MEDICINA E SAUDE PUBLICA,0,0,534
3520694341667871,4,0,CIENCIAS HUMANAS,1,1,4,INST SUP DE CIENCIAS DO TRABALHO E DA EMPRESA; CENTRO DE ESTUDOS TERRITORIAIS; CIDADES COMUNIDADES E TERRITORIOS,INST SUP DE CIENCIAS DO TRABALHO E DA EMPRESA,0,0,
3520717369763681,2,1,CIENCIAS HUMANAS,0,2,3,CAMARA DOS DEPUTADOS,,0,0,
3520765028587192,4,1,CIENCIAS AGRARIAS,1,13,2,{F} VERTICE; {UF} DE VICOSA; EMBRAPA GADO DE LEITE,{F} VERTICE,0,0,
3520768147482317,4,1,CIENCIAS SOCIAIS APLICADAS,1,1,1,FUNDACAO TIDE AZEVEDO SETUBAL; SECRETARIA MUNICIPAL DE ASSISTENCIA E DESENVOLVIMENTO SOCIAL DE SAO PAULO; COMPANHIA DE SANEAMENTO BASICO DE SAO PAULO; CONSORCIO FIA USPJNSETEP; MULTISETORIAL; {I} DE ESTUDOS ESPECIAIS PUCSP; SECRETARIA MUNICIPAL DE HABITACAO DE SAO PAULO; DIAGONAL URBANA CONSULTORIA; {U} DE SAO PAULO; PROJETO ARTEBEM EFICIENTE; SINDICATO DOS BANCARIOS DE SAO PAULO OSASCO E REGIAO; {U} DE SANTO AMARO; {F} PAULISTA DE SERVICO SOCIAL; {CU} DAS {F} METROPOLITANAS UNIDAS; ANHANGUERA EDUCACIONAL VALINHOS; {U} CATOLICA DOM BOSCO; {CU} DE LINS; {F} PAULISTA DE SERVICO SOCIAL DE SAO CAETANO DO SUL; SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL DE LOUVEIRA; ATUALIZE POS GRADUACAO; SECRETARIA MUNICIPAL DE ASSISTENCIA SOCIAL DE SANTO ANASTACIO SP; {U} DE BRASILIA; SECRETARIA MUNICIPAL DE ASSISTENCIA DE VINHEDO SP; SECRETARIA MUNICIPAL DE DESENVOLVIMENTO E ASSISTENCIA SOCIAL DO GUARUJA,SECRETARIA MUNICIPAL DE ASSISTENCIA E DESENVOLVIMENTO SOCIAL DE SAO PAULO,0,0,
3520772992444932,4,1,CIENCIAS SOCIAIS APLICADAS; LINGUISTICA LETRAS E ARTES,1,1,4,{F} JESUS MARIA JOSE; {E} DAS NACOES; {CU} DE BRASILIA; {FIS} DO PLANALTO CENTRAL; COLEGIO MILITAR DE BRASILIA; COLEGIO CEUB; COLEGIO COMPACTO; BRAZILIAN LAW INTERNATIONAL {COL}; {U} DE BRASILIA; AMERICAN {COL} OF BRAZILIAN STUDIES; {I} DE EDUCACAO SUPERIOR DE BRASILIA; {F} DE ARTES DULCINA DE MORAES; {U} ABERTA DO BRASIL; {F} PROJECAO BRASILIA; GOVERNO DO DISTRITO FEDERAL; VEREDAS REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS,VEREDAS REVISTA DA ASSOCIACAO INTERNACIONAL DE LUSITANISTAS,0,0,
3520827636516435,4,1,ENGENHARIAS,1,8,5,SENAI DEPARTAMENTO REGIONAL DO PARANA; PREFEITURA MUNICIPAL DE IRATI; ESTILO AMBIENTAL E SEGURANCA DO TRABALHO LTDA; {UF} DO PARANA; REVISTA BRASILEIRA DE RECURSOS HIDRICOS; REGA REVISTA DE GESTAO DE AGUA DA AMERICA LATINA; {UE} DE MARINGA,{UE} DE MARINGA,0,0,57
3520836934392573,4,,,1,3,6,{UE} DE SANTA CRUZ; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR; {E} CARLO PADRE SALERIO; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA BAHIA,COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,0,0,
3520872215980756,4,,CIENCIAS DA SAUDE,0,14,9,{IES} MARTEDEI; HOSPITAL UNIVERSITARIO FRANSCISCA MENDES FUNDACAO RIO SOLIMOES; {E} DE ENFERMAGEM DE MANAUS UFAM; {UF} DO AMAZONAS; {U} DE SAO PAULO; REVISTA ELETRONICA ACERVO SAUDE; REVISTA DE ENSINO SAUDE E BIOTECNOLOGIA DA AMAZONIA; REVISTA SAUDE EM REDES; {E} DE ENFERMAGEM DE MANAUS EEM DA UFAM,{E} DE ENFERMAGEM DE MANAUS EEM DA UFAM,0,0,4
3520915674329039,3,0,ENGENHARIAS; CIENCIAS EXATAS E DA TERRA,1,29,38,{UF} DO RIO DE JANEIRO; SOCIEDADE BRASILEIRA DE ENGENHARIA NAVAL; {I} ALBERTO LUIZ COIMBRA DE POS GRADUACAO E PESQUISA DE ENGENHARIA; OCEAN ENGINEERING; MARINE SYSTEMS AMP OCEAN TECHNOLOGY; JOURNAL OF MARINE SCIENCE AND TECHNOLOGY ; APPLIED MATHEMATICAL MODELLING; JOURNAL OF ENGINEERING FOR THE MARITIME ENVIRONMENT; JOURNAL OF OMAE; COPPEUFRJ; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; FINANCIADORA DE ESTUDOS E PROJETOS,CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,0,0,
3520926213810239,2,0,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,4,8,{F} DE DIREITO DO VALE DO RIO DOCE; {I} TEOLOGICO MISSIONARIO; CENTRO DE TREINAMENTO MISSIOLOGICO; {UP} MACKENZIE; CENTRO DE POS GRADUACAO ANDREW JUMPER; FIDES REFORMATA IMPRESSO; {PUC} DE SAO PAULO; SEMINARIO TEOLOGICO PRESBITERIANO REV DENOEL NICODEMOS ELLER,{PUC} DE SAO PAULO; SEMINARIO TEOLOGICO PRESBITERIANO REV DENOEL NICODEMOS ELLER,0,0,546
3520926703827235,4,0,CIENCIAS SOCIAIS APLICADAS,0,1,4,{U} PAULISTA; {CU} SALESIANO SAO PAULO; FURLAN HENRIQUES SOCIEDADE DE ADVOGADOS; ADVOCACIA MUZZI; {PUC} DE CAMPINAS; FABRICIO FURLAN ADVOCACIA,FABRICIO FURLAN ADVOCACIA,0,0,
3520952923881672,4,1,CIENCIAS AGRARIAS; CIENCIAS BIOLOGICAS,0,42,18,{I} NACIONAL DE PESQUISAS DA AMAZONIA; {U} DO AMAZONAS; {U} DE BRASILIA; {UE} DE CAMPINAS; {I} NACIONAL DE ASSISTENCIA MEDICA DA PREVIDENCIA SOCIAL; MATERNIDADE ANA NERY; {E} ESTADUAL FARIAS BRITO; {UF} DOS VALES DO JEQUITINHONHA E MUCURI CAMPUS JK; AMBIENCIA UNICENTRO ; INTERNATIONAL JOURNAL OF FOOD SCIENCE AMPAMP TECHNOLOGY; ALIMENTOS E NUTRICAO UNESP MARILIA; INTERNATIONAL JOURNAL OF BIOTECHNOLOGY E CIENCIA DE ALIMENTOS; JOURNAL OF THE {I} BREWING,INTERNATIONAL JOURNAL OF BIOTECHNOLOGY E CIENCIA DE ALIMENTOS,0,0,
3520955054532444,4,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,25,20,MUSEU DE ARQUEOLOGIA E ETNOLOGIA DA {U} DE SAO PAULO; {U} DE SAO PAULO; ESTACAO CIENCIA USP; {UF} DA BAHIA; ANAIS DO MUSEU PAULISTA; MUSEU PAULISTA; CADERNOS DE PESQUISA {UF} DO MARANHAO; PONTODEACESSO UFBA; COORDENACAO DE APERFEICOAMENTO DE PESSOAL DE NIVEL SUPERIOR,{UF} DA BAHIA,0,0,578
3520973955022819,4,1,CIENCIAS DA SAUDE,1,21,11,{U} DE SAO PAULO; {F} DE MEDICINA DA USP; {U} BANDEIRANTE DE SAO PAULO; {U} GAMA FILHO; {U} PAULISTA; GANEP NUTRICAO HUMANA; NUTRIRE SAO PAULO; REVISTA PANAMERICANA DE SALUD PUBLICA IMPRESA PAN AMERICAN JOURNAL OF P; {U} NOVE DE JULHO; CADERNOS DE SAUDE PUBLICA ONLINE; {U} ESTACIO DE SA; AMBULATORIO DE BULIMIA E TRANSTORNOS ALIMENTARES IPQ HCFMUSP; {UF} DE SANTA MARIA; RBCEH REVISTA BRASILEIRA DE CIENCIAS DO ENVELHECIMENTO HUMANO; EDITORA DA {UF} DE PELOTAS; TRENDS IN PSYCHIATRY AND PSYCHOTHERAPY; REVISTA DE NUTRICAO IMPRESSO; CIENCIA E SAUDE COLETIVA; {UF} DE PELOTAS; REVISTA CIENCIA E HUMANIZACAO DO HOSPITAL DE CLINICAS DE PASSO FUNDO; REVISTA CONTEXTO AMP SAUDE,REVISTA CONTEXTO AMP SAUDE,0,0,
3520976631171504,4,0,CIENCIAS BIOLOGICAS; CIENCIAS EXATAS E DA TERRA; CIENCIAS AGRARIAS,1,3,6,{E} ESTADUAL PROFESSORA JUDITH NASCIMENTO DA SILVA; COORDENADORIA REGIONAL DE EDUCACAO RIO LARGO ALAGOAS; UNIAO MUNICIPAL DOS ESTUDANTES SECUNDARISTAS DE RIO LARGO; UA CENTRO DE CIENCIAS AGRARIAS {UF} DE ALAGOAS; PROGRAMA DIFUZORA RURAL RADIO DIFUZORA DE ALAGOAS; TV GAZETA DE ALAGOAS PROGRAMA GAZETA RURAL; {E} ESTADUAL FERNANDINA MALTA; FUNDACAO {UE} DE ALAGOAS; {F} ESTACIO DE ALAGOAS; ESTACIO FAL; {UF} DE ALAGOAS REDE NORDESTE DE BIOTECNOLOGIA,{UF} DE ALAGOAS REDE NORDESTE DE BIOTECNOLOGIA,0,0,
3520985523019909,4,0,CIENCIAS EXATAS E DA TERRA,1,1,4,{I} HIDROGRAFICO,,0,0,
3521000133459019,4,1,CIENCIAS AGRARIAS,1,9,6,{UF} DE LAVRAS; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DE MINAS GERAIS; NUCLEO DE ESTUDOS EM CIENCIA E TECNOLOGIA AVICOLA,{UF} DE LAVRAS,0,0,592
3521040281381251,4,0,CIENCIAS HUMANAS,1,17,21,{UF} DE MINAS GERAIS; {CU} DE BRASILIA; {I} DE EDUCACAO SUPERIOR DE BRASILIA; {I} BRASILIENCE DE ANALISE DO COMPORTAMENTO; {U} DE BRASILIA; UNIVERSITAS CIENCIAS DA SAUDE UNICEUB IMPRESSO; PSICOLOGIA TEORIA E PESQUISA UNB IMPRESSO; ACTA COMPORTAMENTALIA; PSICOLOGIA REFLEXAO E CRITICA UFRGS IMPRESSO; REVISTA BRASILEIRA DE ANALISE DO COMPORTAMENTO,ACTA COMPORTAMENTALIA; REVISTA BRASILEIRA DE ANALISE DO COMPORTAMENTO; UNIVERSITAS CIENCIAS DA SAUDE UNICEUB IMPRESSO,UNIVERSITAS,UNIVERSITAS,402
3521049713135059,2,0,CIENCIAS HUMANAS; CIENCIAS BIOLOGICAS; CIENCIAS SOCIAIS APLICADAS,0,1,2,{UE} VALE DO ACARAU; {UF} RURAL DE PERNAMBUCO; {U} DE PERNAMBUCO; {U} LUSOFONA DE HUMANIDADES E TECNOLOGIAS; SNC CONSULTORIA; {F} JOAQUIM NABUCO; ASSOCIACAO PERNAMBUCANA DE ENSINO SUPEIROR; FACULTAD INTERAMERICANA DE CIENCIAS SOCIALES; SECRETARIA DE EDUCACAO DE PERNAMBUCO,FACULTAD INTERAMERICANA DE CIENCIAS SOCIALES,0,0,
3521103395020314,5,0,ENGENHARIAS,1,1,2,AW FABER CASTELL SA; FE TECH AUTOMACAO INDUSTRIAL; {U} DE SAO PAULO; {U} PAULISTA; {FT} DE SERTAOZINHO; MM AIR {E} DE AVIACAO CIVIL; {IF} DE SAO PAULO,{IF} DE SAO PAULO,0,0,1810
3521116339963943,4,0,CIENCIAS DA SAUDE,1,47,21,WORLD ALLIANCE FOR BREASTFEEDING ACTION; SOCIEDADE BRASILEIRA DE NUTRICAO ENTERAL E PARENTERAL; CONSELHO REGIONAL DE NUTRICAO; {CU} DE MARINGA; {UE} PAULISTA JULIO DE MESQUITA FILHO; FUSAM HOSPITAL GETULIO VARGAS; HOSPITAL INFANTIL LUCIDIO PORTELLA; SECRETARIA DO TRABALHO E ACAO SOCIAL; {UF} DO PARANA; CENTRO PROFISSIONAL SAO CAMILO; {UF} DO PIAUI; INDUSTRIA ONIX JEANS; {UF} DE SANTA CATARINA; REVISTA DE NUTRICAO IMPRESSO; REVISTA CIENCIAS DA SAUDE UFSC,REVISTA DE NUTRICAO IMPRESSO; REVISTA CIENCIAS DA SAUDE UFSC,0,0,585
3521158881353896,3,1,CIENCIAS BIOLOGICAS,1,4,3,{UE} PAULISTA JULIO DE MESQUITA FILHO,{UE} PAULISTA JULIO DE MESQUITA FILHO,0,0,56
3521222614547682,4,0,LINGUISTICA LETRAS E ARTES; CIENCIAS HUMANAS,0,1,8,SECRETARIA DE ESTADO DA EDUCACAO DE SAO PAULO; SECRETARIA MUNICIPAL DE EDUCACAO DE SAO PAULO SP; {E} WALDORF FRANCISCO DE ASSIS; {UE} PAULISTA JULIO DE MESQUITA FILHO; MUSEU DE ARTE SACRA DE SAO PAULO; {IF} DE SAO PAULO,{IF} DE SAO PAULO,0,0,1810
3521223474582097,4,0,,0,1,5,COLEGIO ANGLO AMERICANO; COLEGIO CAESP; COLEGIO MARISTA DE CASCAVEL; {F} DINAMICA DAS CATARATAS; COLEGIO ESI AUXILIADORA; {IF} DO PARANA,COLEGIO CAESP; {F} DINAMICA DAS CATARATAS; COLEGIO ESI AUXILIADORA,0,0,
3521226970305887,4,0,CIENCIAS HUMANAS,0,10,16,{UF} DO RIO GRANDE DO NORTE; REVISTA EDUCACAO EM QUESTAO UFRN IMPRESSO,{UF} DO RIO GRANDE DO NORTE,0,0,570
3521271792011362,1,1,CIENCIAS DA SAUDE,0,11,1,PREFEITURA MUNICIPAL DE SEDE NOVA; {UE} DO OESTE DO PARANA; CENTRO ESTADUAL DE EDUCACAO PROFISSIONALIZANTE PEDRO BOARETTO NETO; {U} REGIONAL DO NOROESTE DO ESTADO DO RIO GRANDE DO SUL; LUNAR EVENTOS; LAVANDERIA CASCAVEL; IGREJA DO EVANGELHO QUADRANGULAR; {E} ESTADUAL MORAIS REGO; UNIAO EDUCACIONAL DE CASCAVEL; VARIA SCIENTIA AGRARIAS ONLINE; MICROSEMEIOTICA IRIDEA E NATUROPATIA,MICROSEMEIOTICA IRIDEA E NATUROPATIA,0,0,
3521330504704586,4,0,OUTROS; CIENCIAS BIOLOGICAS,1,10,6,{U} NACIONAL DE MAR DEL PLATA,{U} NACIONAL DE MAR DEL PLATA,UNIVERSIDAD ,AR,
3521344718823995,3,0,,0,1,3,ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES PARIS,,@ECOLE NATIONALE SUPERIEURE DE TECHNIQUES AVANCEES,0,
3521350764584469,5,0,CIENCIAS BIOLOGICAS,1,49,26,{UF} DE SANTA CATARINA; {I} PASTEUR; MEMORIAS DO {I} OSWALDO CRUZ; REVISTA DO {I} DE MEDICINA TROPICAL DE SAO PAULO; VACCINE GUILDFORD; VIRUS REVIEWS AND RESEARCH; BRAZILIAN JOURNAL OF MEDICAL AND BIOLOGICAL RESEARCH; BIOTEMAS UFSC,{UF} DE SANTA CATARINA,0,0,585
3521361947607660,4,1,CIENCIAS DA SAUDE; CIENCIAS SOCIAIS APLICADAS,0,10,4,{UE} DE FEIRA DE SANTANA; MINISTERIO PUBLICO DO ESTADO DA BAHIA; {U} CATOLICA DO SALVADOR; PREFEITURA MUNICIPAL DE CARDEAL DA SILVA; {F} NOBRE; {F} ANISIO TEIXEIRA; DANIELA ROCHA TEIXEIRA ADVOCACIA E CONSULTORIA JURIDICA; {UE} DA BAHIA; {UF} DO SUL DA BAHIA; CONSELHO ESTADUAL DE EDUCACAO DA BAHIA; REVISTA DO TRIBUNAL REGIONAL FEDERAL DA PRIMEIRA REGIONAL,REVISTA DO TRIBUNAL REGIONAL FEDERAL DA PRIMEIRA REGIONAL,0,0,
3521396620213838,4,1,CIENCIAS DA SAUDE; CIENCIAS AGRARIAS,1,45,17,{UF} RURAL DE PERNAMBUCO; PREFEITURA MUNICIPAL DA CORRENTES; {U} DE SAO PAULO; PREFEITURA MUNICIPAL DE OLINDA; {UF} DO MARANHAO; REVISTA BRASILEIRA DE SAUDE E PRODUCAO ANIMAL; PREFEITURA MUNICIPAL DE ARACOIABA; FUNDACAO DE AMPARO A PESQUISA AO DESENVOLV CIENTIFICO E TECNOLOGICO MA; PREFEITURA MUNICIPAL DE GARANHUS; REVISTA TROPICA CIENCIAS AGRARIAS E BIOLOGICAS; {UF} DO PIAUI; {UE} DO CEARA; MEDICINA VETERINARIA RECIFE; ACTA VETERINARIA BRASILICA UFERSA,{UF} DO PIAUI; MEDICINA VETERINARIA RECIFE,0,0,5
3521404357811514,4,0,CIENCIAS DA SAUDE,0,29,8,HOSPITAL DAS CLINICAS DA {F} DE MEDICINA DE RIBEIRAO PRETO,,0,0,
3521404840186488,4,0,CIENCIAS HUMANAS,0,49,31,MINISTERE DE LEDUCATION NATIONALE; {UE} DO RIO DE JANEIRO; {UF} DO RIO DE JANEIRO; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO; {UF} DA BAHIA; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA BAHIA; REVISTA ENFERMAGEM UERJ; GRIFOS CHAPECO; EDUCACAO E SOCIEDADE; {E} ANNA NERY REVISTA DE ENFERMAGEM ; REVISTA DA FAED UNEMAT; REVISTA AMBIENTE E EDUCACAO; REVISTA DA FAEDUNEMAT; ENTRELUGARES REVISTA DE SOCIOPOETICA E ABORDAGENS AFINS; {CU} JORGE AMADO; SIGNOS LINGUISTICOS,SIGNOS LINGUISTICOS,0,0,
3521420351676843,4,1,ENGENHARIAS,1,13,18,{CU} FUNDACAO SANTO ANDRE; {CU} MOURA LACERDA; {UF} DE SAO CARLOS; FERRO ENAMEL DO BRASIL; {UF} DE SANTA CATARINA; RECAN SA SANTANDER ESPANHA; GESTAO E PRODUCAO UFSCAR; S AMP G SISTEMAS AMP GESTAO; REVISTA DO SERVICO PUBLICO; FUNDACAO EDUCACIONAL INACIANA PADRE SABOIA DE MEDEIROS; {I} MAUA DE TECNOLOGIA,{I} MAUA DE TECNOLOGIA,0,0,
3521433283759584,5,1,CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,6,16,{U} DE RIBEIRAO PRETO; {CU} MOURA LACERDA; MINISTERIO DA EDUCACAO E CULTURA; {U} DE FRANCA; {CU} DE VOTUPORANGA; GRUPO UNIVERSITARIO BRASILEIRO; ORGANIZACAO EDUCACIONAL CARLOS CHAGAS FILHO; SOCIEDADE DIFUSORA DE ENSINO; {I} PAULISTA DE CIDADES CRIATIVAS IDENTIDADES CULTURAIS; PREFEITURA MUNICIPAL DE RIBEIRAO PRETO; CENTRO DE INVESTIGACAO TRANSDISCIPLINAR CULTURA ESPACO E MEMORIA,CENTRO DE INVESTIGACAO TRANSDISCIPLINAR CULTURA ESPACO E MEMORIA,0,0,
3521451882916450,1,1,CIENCIAS SOCIAIS APLICADAS,0,65,21,{PUC} DE MINAS GERAIS,,0,0,
3521476374772390,4,0,CIENCIAS AGRARIAS,1,62,24,{UF} DA BAHIA; CIENCIA ANIMAL BRASILEIRA UFG IMPRESSO; REVISTA BRASILEIRA DE SAUDE E PRODUCAO ANIMAL; {UF} DO RECONCAVO DA BAHIA; ARQUIVOS DE PESQUISA ANIMAL; {UE} DE SANTA CRUZ; FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA BAHIA; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,FUNDACAO DE AMPARO A PESQUISA DO ESTADO DA BAHIA; CONSELHO NACIONAL DE DESENVOLVIMENTO CIENTIFICO E TECNOLOGICO,0,0,
3521480933141787,3,1,LINGUISTICA LETRAS E ARTES; CIENCIAS SOCIAIS APLICADAS; CIENCIAS HUMANAS,0,15,11,PREFEITURA MUNICIPAL DE SANTOS; CENTRAIS ELETRICAS DE SAO PAULO SA; GRUHBAS PROJETOS EDUCACIONAIS E CULTURAIS; JUNTA COMERCIAL DO ESTADO DE SAO PAULO; {UF} DE SAO PAULO; INST DE EDUC E CULTURA UNIMONTE LTDA; {U} PAULISTA; {U} DE SAO PAULO; ESTUDOS DE PSICOLOGIA NATAL ONLINE; AUSTIN JOURNAL OF AUTISM AMP RELATED DISABILITIES; REVISTA OLHARES; PSICOLOGIA REFLEXAO E CRITICA UFRGS IMPRESSO,{U} DE SAO PAULO,0,0,55
3521504019966856,4,0,ENGENHARIAS; CIENCIAS DA SAUDE,1,22,17,{U} DE FRANCA; {UF} DE UBERLANDIA; {UF} DA BAHIA; {UE} DE FEIRA DE SANTANA; {UF} DO RECONCAVO DA BAHIA; CENTRO BRASILEIRO DE PESQUISAS FISICAS; {E} BAHIANA DE MEDICINA E SAUDE PUBLICA; ASSOCIACAO BRASILEIRA DE ODONTOLOGIA SECAO BAHIA; SOCIEDADE LATINO AMERICANA DE BIOMATERIAIS E ORGAOS ARTIFICIAIS; CENTRO NACIONAL DE PESQUISA EM ENERGIA E MATERIAIS; REVISTA MATERIA; {CU} DA BAHIA; REVISTA DE CIENCIAS MEDICAS E BIOLOGICAS; REVISTA EXTENSAO,REVISTA EXTENSAO,0,0,
3521539442337416,4,0,OUTROS; ENGENHARIAS,0,4,8,{UF} DA BAHIA; {IF} DA BAHIA; AUDIUM ENGENHARIA; NN SOLUTIONS; IEEEASME TRANSACTIONS ON MECHATRONICS; IEEE TRANSACTIONS ON ROBOTICS; ROBOTICA; JOURNAL OF CONTROL AUTOMATION AND ELECTRICAL SYSTEMS; JOURNAL OF INTELLIGENT AMP ROBOTIC SYSTEMS,{UF} DA BAHIA,0,0,578
3521554248498628,4,1,CIENCIAS EXATAS E DA TERRA; CIENCIAS SOCIAIS APLICADAS,1,2,4,{U} DO VALE DO RIO DOS SINOS; TEMPO PARTICIPACOES; CONSULTORIAINSTRUTORA; BRASIL TELECOM; CUSTOM BS; {UF} DE SAO CARLOS; {F} DE ECONOMIA ADMINISTRACAO E CONTABILIDADE USP; FUNDACAO {I} DE ADMINISTRACAO; FUNDACAO CARLOS ALBERTO VANZOLINI; {CU} SENAC; {CU} CESUMAR; REVISTA GESTAO EM ANALISE,REVISTA GESTAO EM ANALISE,0,0,
3521557417615888,4,0,CIENCIAS DA SAUDE,0,11,6,CONSULTORIO PARTICULAR ANDERSON B DE ALMEIDA; PREFEITURA MUNICIPAL DE JUIZ DE FORA; {UF} DE JUIZ DE FORA; REVISTA DE APS IMPRESSO; ASSOCIACAO BRASILEIRA DE ODONTOLOGIA REGIONAL DE JUIZ DE FORA; HOSPITAL GERAL DE JUIZ DE FORA; {F} DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS,{F} DE ESTUDOS ADMINISTRATIVOS DE MINAS GERAIS,0,0,1139
3521561406196708,3,0,ENGENHARIAS,1,5,7,{I} ANGLICANO BARAO DO RIO BRANCO; COMIL CARROCERIAS E ONIBUS LTDA; WEG ACIONAMENTOS LTDA; {UF} DE SANTA CATARINA; {UF} DE PELOTAS; BRAZILIAN JOURNAL OF CHEMICAL ENGINEERING; {UF} DA FRONTEIRA SUL,{UF} DA FRONTEIRA SUL,0,0,15121
3521570166594082,4,0,CIENCIAS EXATAS E DA TERRA,1,3,9,{U} NACIONAL DE INGENIERIA; IBM DEL PERU SAC; NETRIAN SAC; LABORATORIO NACIONAL DE COMPUTACAO CIENTIFICA; BULL LTDA,BULL LTDA,UNIVERSIDAD ,0,
3521577280929288,5,0,CIENCIAS EXATAS E DA TERRA; ENGENHARIAS,1,3,6,{U} DE SAO PAULO; JOURNAL OF FLUID MECHANICS; PHYSICS OF FLUIDS; PAPERS IN PHYSICS,PAPERS IN PHYSICS,0,0,
3521578021058892,2,1,CIENCIAS DA SAUDE; CIENCIAS HUMANAS,0,29,13,{CU} AUGUSTO MOTTA; {I} MUNICIPAL PHILIPPE PINEL MS; SOCIEDADE DE ENSINO SUPERIOR DE NOVA IGUACU; CENTRO EDUCACIONAL BAPTISTA CASEMIRO DE ABREU; SECRETARIA ESTADUAL DE SAUDE DO RIO DE JANEIRO; MINISTERIO DO EXERCITO HOSPITAL CENTRAL DO EXERCITO RJ; {UE} DO RIO DE JANEIRO; PREFEITURA MUNICIPAL DE DUQUE DE CAXIAS SMS; NUCLEO ESTADUAL DO MINISTERIO DA SAUDE NO RIO DE JANEIRO; {CU} DA CIDADE; {UF} DO ESTADO DO RIO DE JANEIRO; INAMPS HOSPITAL DOS SERVIDORES DO ESTADO RJ; {E} ANNA NERY; REVISTA ENFERMAGEM UERJ; REBEN REVISTA BRASILEIRA DE ENFERMAGEM; REME REVISTA MINEIRA DE ENFERMAGEM; {E} ANNA NERY REVISTA DE ENFERMAGEM; CONSELHO REGIONAL DE ENFERMAGEM DO RIO DE JANEIRO; EDITORA EPITAYA; RESEARCH SOCIETY AND DEVELOPMENT; {UF} FLUMINENSE,{UE} DO RIO DE JANEIRO,0,0,547
3521587172596344,5,1,OUTROS; CIENCIAS DA SAUDE,1,36,11,{I} NACIONAL DE TRAUMATOLOGIA E ORTOPEDIA; CLINICA DE DIAGNOSTICO POR IMAGEM; MULTI IMAGEM; RB RADIOLOGIA BRASILEIRA IMPRESSO; {UF} FLUMINENSE; {UF} DO RIO DE JANEIRO,,0,0,
