IDLattes,DuracaoDoutorado,Genero,ExclusividadeDoutorado,Publicacoes,IdadeAcademica,HistoricoFiliacaoemIESInternacional
3485281048801950,2.0,0.0,0,2,3.0,0
3485345228006495,2.0,1.0,0,8,3.0,0
3485400582515196,3.0,0.0,0,29,17.0,0
3485408327490746,5.0,0.0,1,41,16.0,1
3485452312089941,4.0,0.0,0,1,4.0,0
3485516815571669,7.0,0.0,0,7,18.0,0
3485551471397116,3.0,1.0,1,21,10.0,0
3485565127066615,4.0,0.0,1,4,9.0,0
3485593903056000,3.0,0.0,1,8,8.0,0
3485621287524782,2.0,0.0,1,2,2.0,0
3485645634609250,4.0,0.0,1,7,2.0,0
3485724546800365,4.0,1.0,1,1,4.0,1
3485733728949150,4.0,0.0,1,7,7.0,0
3485738680161626,1.0,0.0,0,52,16.0,0
3485740534127573,4.0,1.0,1,16,20.0,0
3485765805045929,2.0,0.0,1,374,20.0,0
3485781862781105,4.0,1.0,0,9,8.0,1
3485788541878934,5.0,1.0,1,20,10.0,0
3485788584006103,3.0,0.0,0,6,8.0,0
3485836612049629,5.0,0.0,0,8,19.0,0
3485861859149856,4.0,1.0,1,31,28.0,0
3485866533394126,4.0,1.0,0,1,2.0,0
3485879971500004,8.0,1.0,0,11,32.0,0
3485939623614913,6.0,0.0,1,56,29.0,0
3485961891059493,4.0,1.0,1,7,5.0,0
3485964347725829,3.0,1.0,1,2,5.0,0
3485980934865204,4.0,0.0,1,14,26.0,1
3485985359141056,4.0,0.0,1,4,3.0,0
3485988192988765,3.0,0.0,0,40,7.0,0
3486009209210712,3.0,1.0,1,18,7.0,0
3486018823562435,4.0,1.0,1,28,8.0,0
3486025760717255,4.0,0.0,1,4,9.0,0
3486062509058439,4.0,0.0,0,2,3.0,0
3486098529358426,7.0,1.0,0,6,10.0,0
3486171639416795,4.0,1.0,0,1,1.0,0
3486201374092456,4.0,1.0,1,5,4.0,0
3486252051195441,4.0,0.0,1,15,38.0,1
3486276032268863,2.0,0.0,0,24,6.0,0
3486301215051052,4.0,0.0,1,30,11.0,0
3486347381655809,4.0,1.0,1,2,2.0,0
3486423991044810,5.0,1.0,1,8,16.0,0
3486442166815123,4.0,0.0,1,3,2.0,0
3486514016305167,3.0,0.0,1,21,11.0,0
3486517423664032,4.0,0.0,0,3,5.0,0
3486591991392764,3.0,0.0,0,8,3.0,0
3486596181739336,6.0,1.0,0,11,11.0,0
3486625199382217,5.0,0.0,1,8,15.0,1
3486677538765601,4.0,0.0,1,10,6.0,0
3486681486820398,4.0,0.0,0,36,5.0,0
3486692676905627,3.0,0.0,1,2,11.0,1
3486694358849656,3.0,0.0,0,33,19.0,0
3486749891148763,3.0,1.0,0,19,14.0,0
3486794426289190,2.5,0.0,1,15,12.0,0
3486794494112864,5.0,1.0,1,1,5.0,0
3486795565341565,5.0,1.0,0,3,7.0,0
3486856344833098,4.0,1.0,1,25,20.0,1
3486857614301231,5.0,1.0,0,6,7.0,1
3486879582656472,4.0,1.0,1,4,5.0,0
3486900955250130,5.0,1.0,1,5,7.0,0
3486918657428405,4.0,1.0,1,14,13.0,1
3486925310806074,6.0,0.0,1,9,7.0,0
3486938309340015,4.0,0.0,0,57,5.0,0
3486945998000618,4.0,0.0,1,9,5.0,0
3486954603170011,3.0,1.0,1,21,6.0,0
3486964623095508,5.0,0.0,1,3,11.0,1
3486983711274014,5.0,0.0,1,7,7.0,0
3486994074011888,4.0,1.0,0,2,2.0,0
3487007919923228,4.0,0.0,1,51,7.0,1
3487049664774045,4.0,0.0,1,10,10.0,1
3487090875309632,4.0,0.0,0,4,3.0,0
3487127981793274,3.0,0.0,1,41,23.0,0
3487138667996384,6.0,0.0,1,41,35.0,0
3487145104661088,3.0,0.0,1,25,9.0,0
3487184715687612,4.0,1.0,0,5,8.0,0
3487250524564847,4.0,0.0,1,4,15.0,1
3487274770924491,3.0,1.0,0,9,4.0,0
3487291002738442,4.0,0.0,1,16,11.0,1
3487291346214329,3.0,0.0,0,19,1.0,0
3487375169780084,4.0,1.0,0,5,6.0,0
3487388159593939,4.0,0.0,1,8,9.0,0
3487391476028169,4.0,1.0,1,7,15.0,0
3487439989692887,3.0,0.0,1,13,8.0,1
3487455750734280,4.0,0.0,1,20,9.0,0
3487458312770368,3.0,1.0,1,52,15.0,0
3487465383824760,4.0,1.0,1,1,4.0,0
3487530268089418,4.0,0.0,0,6,6.0,0
3487530877007117,5.0,1.0,1,10,10.0,0
3487546022829633,3.0,1.0,0,34,23.0,0
3487556526516830,4.0,1.0,1,1,4.0,0
3487570058201262,4.0,1.0,0,3,11.0,0
3487590330093989,4.0,1.0,1,49,28.0,0
3487620318253385,4.0,0.0,1,8,4.0,1
3487625487385752,4.0,0.0,1,7,20.0,0
3487667564059705,4.0,0.0,1,13,16.0,1
3487676973485005,4.0,1.0,1,38,22.0,1
3487749692550788,5.0,1.0,1,46,5.0,1
3487858794247103,3.0,0.0,1,8,3.0,1
3487867735627454,2.0,1.0,1,9,11.0,0
3487870324008572,4.0,1.0,1,8,8.0,0
3487977320131577,2.0,0.0,0,28,13.0,0
3488011547978733,3.0,1.0,0,22,6.0,0
3488079917336729,4.0,1.0,1,5,3.0,0
3488103741043840,4.0,1.0,1,2,6.0,0
3488186093245940,1.0,0.0,0,23,33.0,0
3488203153003149,3.0,0.0,1,58,6.0,0
3488232044497897,5.0,1.0,0,2,2.0,0
3488239163138816,2.0,0.0,0,76,17.0,0
3488245121024404,3.0,0.0,1,3,3.0,1
3488249725825696,2.0,0.0,0,12,8.0,0
3488251835180213,4.0,0.0,1,70,11.0,0
3488286057756311,4.0,1.0,0,53,17.0,0
3488292543638160,4.0,1.0,1,4,4.0,1
3488329717814652,4.0,0.0,1,82,27.0,0
3488354854852076,6.0,1.0,1,2,4.0,0
3488358978951622,2.0,0.0,0,45,8.0,0
3488369448766844,4.0,0.0,1,97,31.0,1
3488437620483466,4.0,1.0,1,10,2.0,0
3488445125109934,2.0,1.0,0,21,13.0,0
3488495589985780,4.0,0.0,1,4,5.0,0
3488497037721964,5.0,1.0,0,9,6.0,1
3488560404082750,3.0,0.0,0,107,24.0,0
3488579198139755,4.0,0.0,1,4,4.0,0
3488579869641105,4.0,0.0,1,13,13.0,1
3488620951970549,4.0,0.0,1,49,7.0,0
3488628957461696,5.0,1.0,1,3,19.0,1
3488638146623774,3.0,1.0,0,12,19.0,0
3488700477567482,4.0,1.0,0,3,5.0,0
3488706106941586,4.0,1.0,1,7,9.0,0
3488750542524582,3.0,1.0,1,4,9.0,0
3488753474548145,4.0,0.0,1,2,4.0,0
3488835911770590,4.0,1.0,0,6,11.0,0
3488840063632962,6.0,1.0,0,2,2.0,0
3488857048626076,4.0,1.0,1,99,12.0,0
3488880262260757,3.0,1.0,1,55,23.0,0
3488898165877828,3.0,0.0,1,14,4.0,0
3488943414136390,4.0,1.0,0,6,5.0,0
3488948859252414,3.0,0.0,1,28,12.0,0
3488953212254349,4.0,0.0,0,30,30.0,1
3488956186579258,4.0,0.0,1,5,7.0,0
3488998833856244,5.0,1.0,0,3,5.0,0
3488999333568125,4.0,1.0,0,7,5.0,0
3489006978828435,4.0,1.0,1,111,32.0,0
3489032070162177,4.0,1.0,0,9,3.0,0
3489121541737010,4.0,1.0,1,1,4.0,0
3489187252636639,4.0,0.0,1,38,6.0,0
3489210534227574,4.0,0.0,0,6,6.0,0
3489236125151813,4.0,1.0,1,1,4.0,0
3489244926639027,4.0,0.0,1,24,21.0,0
3489316986302569,2.0,0.0,1,27,12.0,1
3489351355940805,5.0,0.0,0,7,9.0,1
3489378299887553,5.0,1.0,1,9,10.0,0
3489379823559632,4.0,0.0,1,9,12.0,1
3489407465234997,3.0,1.0,1,9,14.0,0
3489461674061362,3.0,0.0,0,5,7.0,0
3489538429541537,4.0,1.0,0,24,11.0,0
3489544811362550,3.0,0.0,1,12,10.0,0
3489561452782707,3.0,1.0,0,1,3.0,0
3489562560769949,4.0,1.0,0,18,5.0,0
3489567856663932,5.0,1.0,1,23,23.0,0
3489590402410995,5.0,0.0,1,25,36.0,1
3489611053898311,3.0,1.0,0,2,3.0,0
3489616805818234,6.0,1.0,1,10,6.0,0
3489668135369320,4.0,0.0,0,1,4.0,0
3489683097691289,5.0,1.0,0,7,12.0,1
3489697296609556,4.0,1.0,0,15,8.0,0
3489747658252040,3.0,1.0,0,6,8.0,0
3489770102698682,4.0,1.0,1,12,3.0,0
3489779074713768,4.0,1.0,1,4,6.0,0
3489807421292458,4.0,0.0,0,39,12.0,1
3489820410499324,5.0,0.0,1,54,18.0,0
3489823035293995,3.0,1.0,1,2,3.0,1
3489873484497567,3.0,0.0,1,2,3.0,0
3489878328631251,4.0,1.0,1,2,1.0,0
3489929800546706,4.0,0.0,0,7,3.0,0
3489941589349569,4.0,1.0,1,7,5.0,0
3490024042426833,5.0,0.0,1,97,27.0,0
3490052938262999,4.0,0.0,1,5,6.0,1
3490108585252590,4.0,0.0,1,4,4.0,0
3490111053116218,4.0,1.0,0,6,6.0,0
3490138048348386,8.0,0.0,0,1,8.0,0
3490178082968263,4.0,0.0,1,54,13.0,0
3490189916550264,3.0,1.0,1,6,4.0,0
3490211619118950,5.0,0.0,0,1,5.0,0
3490249929052367,4.0,0.0,0,1,4.0,0
3490256450618146,3.0,1.0,1,8,16.0,0
3490289318146758,4.0,1.0,1,9,15.0,0
3490301518464958,4.0,0.0,0,2,6.0,0
3490312296840285,4.0,0.0,1,67,39.0,0
3490350052084405,4.0,1.0,0,2,4.0,0
3490351932905667,4.0,0.0,0,13,31.0,0
3490352495799816,5.0,0.0,0,1,5.0,0
3490354160872831,5.0,0.0,0,16,8.0,0
3490380826240683,4.0,1.0,1,13,5.0,0
3490406204457686,4.0,1.0,1,18,19.0,0
3490470595900441,4.0,0.0,0,1,4.0,0
3490484799584918,4.0,1.0,1,3,6.0,0
3490487679903755,3.0,0.0,1,1,3.0,0
3490523856266678,4.0,1.0,1,15,9.0,0
3490535550021736,4.0,0.0,1,1,4.0,0
3490535803299080,3.0,0.0,0,67,29.0,1
3490572009465710,5.0,1.0,1,6,4.0,0
3490601412716420,4.0,0.0,1,6,7.0,1
3490611980245482,4.0,0.0,1,2,4.0,0
3490615524948327,3.0,1.0,0,5,5.0,0
3490617769978244,4.0,1.0,1,10,11.0,0
3490631153371534,4.0,1.0,1,5,3.0,0
3490651224765055,4.0,1.0,1,8,7.0,1
3490661873378582,5.0,1.0,1,1,4.0,0
3490683084560044,2.0,1.0,1,47,11.0,0
3490683863034308,3.0,0.0,1,8,8.0,0
3490717860223868,3.0,0.0,1,10,11.0,0
3490755398683297,3.0,1.0,1,1,2.0,0
3490757849363499,5.0,1.0,1,2,10.0,0
3490817555833690,3.0,1.0,0,1,3.0,1
3490851972237082,5.0,1.0,1,1,5.0,0
3490872173485805,4.0,1.0,0,19,7.0,0
3490888648675862,3.0,0.0,0,2,3.0,0
3490906997145833,4.0,1.0,1,6,6.0,0
3490986063276456,1.0,1.0,1,2,1.0,0
3491011345142224,4.0,0.0,1,35,24.0,0
3491082787861769,4.0,1.0,1,10,9.0,0
3491091720182205,4.0,1.0,1,13,21.0,0
3491136050735605,4.0,0.0,1,2,6.0,1
3491163418088431,5.0,1.0,0,40,10.0,1
3491180569587781,4.0,0.0,1,8,5.0,0
3491198402544884,2.0,1.0,0,49,13.0,0
3491289719060850,5.0,0.0,0,2,5.0,0
3491300396346799,5.0,1.0,1,18,18.0,1
3491319395612521,4.0,0.0,1,24,25.0,0
3491321551286545,5.0,1.0,1,1,5.0,0
3491322393299212,5.0,0.0,1,95,31.0,0
3491412869443093,4.0,0.0,1,3,5.0,1
3491460911174983,1.0,1.0,1,158,23.0,0
3491520540337347,3.0,0.0,1,17,10.0,0
3491557419148025,4.0,0.0,1,16,13.0,1
3491558231307508,4.0,1.0,0,1,4.0,0
3491561939988405,4.0,0.0,0,8,8.0,0
3491630312350877,3.0,1.0,1,26,18.0,0
3491634843467745,6.0,0.0,1,21,34.0,0
3491658935199734,4.0,1.0,0,2,2.0,0
3491662135302405,2.0,0.0,0,16,10.0,0
3491663181098571,5.0,0.0,1,15,19.0,0
3491798868129016,5.0,1.0,0,15,4.0,0
3491806982519658,3.0,1.0,0,195,39.0,0
3491836142954364,4.0,1.0,1,59,14.0,1
3491897902734961,3.0,1.0,0,21,9.0,0
3491912465969633,4.0,0.0,1,14,6.0,0
3491989113231794,4.0,1.0,1,5,4.0,0
3492011209142574,5.0,1.0,0,1,5.0,0
3492041024652477,3.0,1.0,1,5,8.0,0
3492046381436210,14.0,0.0,1,4,5.0,0
3492080592616023,5.0,0.0,1,39,26.0,1
3492102480580695,4.0,1.0,0,13,5.0,0
3492190155968961,4.0,1.0,1,1,4.0,0
3492193190857290,4.0,1.0,1,10,9.0,1
3492210701183881,3.0,1.0,1,7,25.0,1
3492211662498366,4.0,1.0,0,18,10.0,0
3492216356769272,5.0,1.0,1,9,10.0,0
3492225418142984,5.0,0.0,1,11,13.0,0
3492260739891296,4.0,1.0,1,4,2.0,0
3492289901472576,4.0,0.0,1,47,18.0,0
3492323053840361,4.0,1.0,1,5,6.0,0
3492325924890338,5.0,1.0,1,40,22.0,0
3492330600130998,3.0,1.0,1,29,29.0,1
3492343169500904,4.0,1.0,0,7,4.0,0
3492372344238387,8.0,1.0,1,1,8.0,1
3492394734350813,13.0,0.0,1,2,13.0,0
3492458641778969,4.0,1.0,1,2,3.0,0
3492475508579538,4.0,1.0,1,5,2.0,0
3492497263989599,2.0,0.0,0,1,2.0,0
3492498406984211,4.0,0.0,0,5,3.0,0
3492502791174697,4.0,1.0,1,4,6.0,0
3492504791113843,3.0,0.0,0,15,9.0,0
3492513069353867,5.0,0.0,1,25,13.0,0
3492520702749161,4.0,0.0,0,48,32.0,1
3492547423114016,5.0,1.0,0,4,5.0,0
3492574430099678,6.0,0.0,0,12,21.0,1
3492627438511687,3.0,0.0,1,32,18.0,0
3492654994473470,4.0,1.0,1,10,12.0,0
3492655739334445,3.0,1.0,1,58,7.0,1
3492672646750915,8.0,0.0,0,27,26.0,1
3492684800019943,2.0,0.0,1,52,18.0,0
3492708361349827,4.0,0.0,0,46,20.0,0
3492716339852057,5.0,0.0,0,1,3.0,0
3492749510312439,4.0,1.0,1,11,3.0,0
3492750976208501,4.0,1.0,1,8,7.0,0
3492767505645485,3.0,0.0,1,3,2.0,0
3492793149542286,4.0,0.0,1,23,12.0,0
3492833413891747,3.0,1.0,1,6,8.0,0
3492847433742286,5.0,1.0,0,1,5.0,1
3492870799866389,5.0,0.0,1,2,5.0,0
3492897890555011,4.0,0.0,1,15,19.0,0
3492936364312399,4.0,1.0,1,69,13.0,1
3492996209224843,3.0,1.0,1,8,8.0,0
3493008299833153,6.0,0.0,1,2,12.0,0
3493052819658191,6.0,0.0,1,18,28.0,0
3493065476316397,4.0,0.0,1,23,21.0,1
3493138356013119,1.0,1.0,0,1,1.0,0
3493148446287122,4.0,1.0,1,10,4.0,0
3493164785756105,4.0,1.0,1,7,16.0,0
3493182732859709,5.0,1.0,1,3,6.0,0
3493183848635218,5.0,0.0,1,1,2.0,0
3493186225719624,1.0,0.0,0,1,1.0,0
3493219849061227,3.0,0.0,1,76,8.0,0
3493221251501253,3.0,1.0,1,97,19.0,0
3493249676781098,4.0,0.0,1,32,17.0,0
3493253212076029,4.0,1.0,1,23,22.0,0
3493266585250835,4.0,0.0,0,6,8.0,0
3493294288844235,3.0,1.0,0,5,5.0,0
3493298376571379,5.0,1.0,0,22,18.0,0
3493318191150938,4.0,1.0,1,10,13.0,1
3493324457073231,4.0,0.0,0,5,3.0,0
3493325384040150,4.0,0.0,1,12,15.0,0
3493346209172481,5.0,1.0,1,1,3.0,0
3493351049885750,3.0,0.0,1,26,31.0,0
3493352044129528,3.0,1.0,0,1,5.0,0
3493380459245465,7.0,0.0,1,1,7.0,1
3493408843280332,5.0,1.0,1,13,12.0,0
3493425832144352,3.0,0.0,0,1,3.0,0
3493453904659473,3.0,1.0,0,19,4.0,0
3493481067364132,3.0,1.0,1,26,31.0,1
3493497589009413,4.0,0.0,0,38,15.0,0
3493555717694969,4.0,1.0,1,5,5.0,0
3493568522770582,2.0,1.0,0,35,18.0,0
3493574083181361,4.0,0.0,1,6,13.0,0
3493599001978076,4.0,0.0,1,22,16.0,0
3493623923701389,2.0,0.0,1,14,9.0,0
3493654168720132,4.0,1.0,0,2,4.0,0
3493664729538366,4.0,0.0,0,3,10.0,0
3493682147746286,6.0,0.0,0,1,6.0,0
3493684453884867,1.0,0.0,0,39,10.0,0
3493800749044740,5.0,0.0,1,21,18.0,0
3493825196802736,4.0,1.0,1,1,4.0,0
3493836458834792,4.0,0.0,0,1,4.0,0
3493851952944839,4.0,1.0,1,4,4.0,0
3493879590062999,2.0,0.0,1,76,36.0,1
3493892093991320,4.0,0.0,1,15,8.0,0
3493897351649944,4.0,1.0,0,2,10.0,0
3493899263715892,3.0,0.0,1,19,20.0,1
3493918156271571,3.0,0.0,0,5,3.0,0
3493925708731568,4.0,0.0,1,13,19.0,0
3493928504970766,4.0,0.0,0,1,4.0,0
3494005804676075,4.0,0.0,1,18,4.0,0
3494006054065503,5.0,0.0,1,2,4.0,0
3494016077959529,3.0,0.0,1,8,2.0,0
3494022618747500,3.0,1.0,0,22,3.0,0
3494069630052625,4.0,0.0,1,20,15.0,0
3494074182119351,7.0,0.0,1,119,19.0,0
3494140564037466,3.0,0.0,1,18,7.0,0
3494154981369079,4.0,1.0,0,26,6.0,0
3494181017350657,4.0,0.0,1,44,14.0,0
3494210565284043,7.0,1.0,1,7,18.0,0
3494213691762133,4.0,0.0,0,92,10.0,0
3494240116926979,4.0,1.0,1,4,5.0,0
3494241254667960,4.0,0.0,1,2,7.0,0
3494276161337101,5.0,0.0,0,1,6.0,0
3494293311417254,4.0,0.0,1,3,2.0,0
3494357323297553,4.0,0.0,1,25,14.0,0
3494377533534965,4.0,1.0,0,6,4.0,1
3494398985739111,3.5,1.0,0,20,26.0,0
3494415722563966,4.0,1.0,1,9,7.0,0
3494482844147695,4.0,0.0,1,3,8.0,0
3494490213615911,4.0,1.0,0,8,1.0,0
3494532712297011,3.0,1.0,0,2,4.0,0
3494554803156359,4.0,0.0,0,7,5.0,0
3494603328574046,4.0,1.0,1,80,13.0,1
3494612645999340,4.0,1.0,0,1,4.0,0
3494637791963380,3.0,0.0,1,63,43.0,0
3494655203489587,3.0,1.0,1,6,8.0,1
3494665478009403,4.0,1.0,0,4,1.0,0
3494670703168466,1.0,0.0,1,52,31.0,0
3494672316989148,4.0,1.0,0,6,5.0,0
3494685565520321,4.0,1.0,1,3,5.0,0
3494692575372499,3.0,0.0,1,31,6.0,0
3494717136247389,3.0,1.0,1,80,21.0,0
3494731645980896,4.0,1.0,1,22,9.0,1
3494744411232013,3.0,1.0,1,15,11.0,0
3494761670793635,4.0,0.0,0,2,7.0,0
3494771555107693,4.0,0.0,0,2,3.0,0
3494842729753586,4.0,1.0,1,28,19.0,0
3494845515615884,4.0,1.0,1,24,19.0,0
3494854896890636,4.0,1.0,1,37,9.0,0
3494947227132571,3.0,1.0,1,22,15.0,1
3494982072959140,3.0,1.0,1,29,14.0,0
3495085173513224,3.0,0.0,0,92,29.0,0
3495125329916018,3.0,1.0,0,1,3.0,0
3495125360191047,6.0,0.0,0,7,16.0,1
3495174728188489,3.0,0.0,1,3,4.0,1
3495184987255617,4.0,1.0,0,12,11.0,0
3495191392642895,4.0,1.0,0,3,3.0,0
3495238168448982,4.0,1.0,0,3,7.0,0
3495241443602221,4.0,0.0,1,91,30.0,0
3495259586751775,5.0,0.0,1,4,4.0,0
3495285991129243,3.0,0.0,0,1,3.0,0
3495304214705795,4.0,0.0,0,1,3.0,0
3495335015790086,5.0,0.0,0,1,5.0,0
3495351883259623,4.0,1.0,0,15,11.0,0
3495414655243357,4.0,1.0,1,10,4.0,0
3495464845381727,3.0,1.0,1,4,1.0,0
3495469721481454,4.0,0.0,1,15,12.0,0
3495488488057849,4.0,0.0,1,6,5.0,0
3495505776308954,4.0,1.0,1,5,4.0,0
3495523222990119,4.0,0.0,1,62,22.0,0
3495567906368849,5.0,0.0,1,12,9.0,0
3495570681770547,8.0,0.0,0,5,13.0,0
3495573535466184,4.0,1.0,1,6,10.0,0
3495636732312989,4.0,0.0,0,2,1.0,0
3495708319494026,4.0,1.0,1,3,6.0,0
3495720234218525,4.0,0.0,1,1,4.0,0
3495721509283637,5.0,1.0,1,7,21.0,1
3495748498877333,4.0,1.0,1,1,4.0,0
3495785344515025,4.0,1.0,0,5,19.0,0
3495814590644361,3.0,0.0,1,23,12.0,0
3495902509774589,4.0,1.0,1,5,3.0,0
3495993664161611,5.0,1.0,0,1,5.0,0
3496003168133263,5.0,0.0,0,1,5.0,0
3496012273836044,4.0,0.0,1,5,3.0,0
3496051954346908,4.0,0.0,1,22,21.0,0
3496070172209437,5.0,1.0,1,112,34.0,1
3496123001709391,4.0,0.0,1,15,20.0,0
3496131235890327,2.5,0.0,1,11,4.0,0
3496161046057428,2.0,1.0,1,23,9.0,0
3496176973775987,4.0,0.0,0,20,7.0,0
3496194530450344,4.0,1.0,1,2,4.0,0
3496228425907122,4.0,1.0,0,2,1.0,0
3496243990342796,4.0,1.0,1,8,4.0,0
3496257680467966,5.0,0.0,1,4,8.0,0
3496308007885274,4.0,1.0,1,5,6.0,1
3496311737984056,4.0,1.0,1,10,10.0,0
3496325143917386,6.0,0.0,0,82,26.0,0
3496343775307009,4.0,1.0,1,4,5.0,0
3496372478406368,5.0,1.0,0,91,23.0,0
3496390916491127,2.0,1.0,0,31,10.0,0
3496392796204910,5.0,1.0,0,32,31.0,0
3496400522325263,4.0,1.0,0,1,4.0,0
3496410597486943,2.5,0.0,1,6,18.0,0
3496438864253708,4.0,1.0,1,10,5.0,0
3496458540617167,3.0,1.0,1,8,5.0,0
3496492008587661,4.0,0.0,1,3,4.0,0
3496513720290209,5.0,1.0,0,11,12.0,0
3496514999884694,13.0,1.0,1,14,13.0,0
3496562452506072,5.0,0.0,1,20,8.0,0
3496601677879865,4.0,0.0,1,2,8.0,0
3496625318980062,4.0,1.0,0,13,12.0,0
3496682177555473,4.0,0.0,1,8,7.0,1
3496720529390119,4.0,1.0,0,13,20.0,1
3496755183083633,6.0,1.0,1,3,7.0,0
3496760245467665,4.0,0.0,1,1,6.0,1
3496798603129832,8.0,0.0,0,2,38.0,0
3496873086336479,4.0,0.0,1,3,4.0,0
3496881460916537,4.0,0.0,1,13,18.0,0
3496900848270891,4.0,0.0,1,5,7.0,0
3496902001574617,8.0,0.0,1,73,48.0,0
3496905394140131,3.0,0.0,0,3,9.0,0
3496959850303264,2.5,1.0,1,42,12.0,0
3496986124036412,4.0,0.0,1,1,4.0,0
3497000269762209,3.0,0.0,0,41,11.0,1
3497003859614384,5.0,1.0,1,1,5.0,0
3497049970396440,4.0,1.0,1,4,8.0,0
3497095259123139,6.0,0.0,1,161,50.0,0
3497120521161332,4.0,1.0,1,4,5.0,0
3497157552176004,4.0,0.0,0,4,11.0,0
3497160691177542,6.0,0.0,1,35,24.0,1
3497194749381919,2.0,1.0,0,11,20.0,0
3497215871361607,4.0,0.0,0,58,10.0,0
3497222662010996,4.0,1.0,1,3,6.0,0
3497293889528991,3.0,0.0,0,1,1.0,0
3497305821646721,3.0,0.0,0,161,37.0,1
3497307186044440,4.0,0.0,1,34,19.0,0
3497351244975979,3.0,0.0,1,22,10.0,0
3497423208343664,4.0,1.0,1,13,5.0,0
3497424540519618,4.0,0.0,0,4,6.0,0
3497475658439763,4.0,1.0,1,14,17.0,1
3497482162071006,4.0,1.0,1,13,18.0,0
3497498557379305,4.0,0.0,1,11,10.0,0
3497528592223902,3.0,1.0,1,48,17.0,1
3497657397208057,4.0,0.0,1,5,7.0,0
3497709864907908,5.0,1.0,0,45,27.0,0
3497714271811441,5.0,0.0,0,4,5.0,0
3497875179823124,4.0,0.0,1,28,17.0,0
3497889001562167,5.0,0.0,1,173,34.0,0
3497931129348069,3.0,0.0,0,18,9.0,0
3497948805137572,5.0,1.0,1,39,19.0,0
3497993864854649,3.0,1.0,0,10,7.0,0
3498035145857228,4.0,0.0,0,3,12.0,0
3498061362705097,5.0,0.0,1,1,5.0,0
3498066575115930,3.0,0.0,0,30,27.0,1
3498118188722873,5.0,0.0,1,18,25.0,0
3498133164908966,4.0,1.0,0,1,14.0,0
3498139344949552,4.0,1.0,1,6,5.0,0
3498148304153540,5.0,0.0,1,34,22.0,0
3498228121125675,4.0,0.0,0,4,4.0,0
3498238970258868,4.0,0.0,1,1,4.0,0
3498257719282247,5.0,1.0,0,19,21.0,0
3498275018346743,4.0,0.0,0,10,3.0,0
3498287465045544,4.0,0.0,0,8,6.0,0
3498300949050633,6.0,0.0,0,4,7.0,0
3498314270720868,4.0,0.0,1,2,2.0,0
3498324388411459,4.0,0.0,1,1,4.0,0
3498412582339881,4.0,0.0,0,1,4.0,0
3498424638228162,4.0,0.0,1,6,6.0,0
3498455363000457,5.0,0.0,0,1,5.0,0
3498476988120030,3.0,1.0,1,6,9.0,0
3498538679415266,5.0,1.0,0,56,18.0,0
3498572864654139,4.0,1.0,0,26,16.0,0
3498579574389108,5.0,1.0,0,15,15.0,0
3498580112368066,4.0,0.0,1,15,8.0,0
3498620384147911,4.0,0.0,1,34,16.0,0
3498624270643495,5.0,0.0,1,12,13.0,0
3498671864157678,4.0,1.0,1,5,8.0,0
3498723910999401,4.0,0.0,1,8,9.0,1
3498766575923893,3.0,0.0,1,39,47.0,0
3498770760050783,4.0,1.0,1,20,7.0,0
3498781874975121,6.0,1.0,1,5,16.0,0
3498788836155706,3.0,0.0,1,195,37.0,0
3498797376614543,3.0,1.0,1,10,5.0,0
3498812885030858,5.0,0.0,0,1,5.0,0
3498816367345416,5.0,0.0,1,1,5.0,0
3498819848499806,4.0,0.0,1,6,7.0,1
3498827844106499,4.0,1.0,0,4,6.0,1
3498862948683378,4.0,0.0,1,48,20.0,0
3498874642887006,4.0,0.0,1,15,10.0,0
3498915998896547,5.0,1.0,0,6,4.0,1
3498918341478186,4.0,1.0,1,6,15.0,1
3498970521398073,4.0,0.0,1,21,17.0,0
3498982851412992,5.0,0.0,0,2,3.0,0
3499005825048351,3.0,1.0,1,23,17.0,0
3499017529289541,6.0,0.0,0,3,9.0,0
3499020467982627,2.0,0.0,1,164,11.0,0
3499057466067963,4.0,0.0,0,20,17.0,1
3499057957192235,4.0,1.0,1,5,7.0,0
3499089918136439,4.0,1.0,1,3,3.0,0
3499098855052085,3.0,1.0,0,36,10.0,0
3499141517718338,3.0,0.0,1,11,21.0,0
3499200123100286,1.0,0.0,0,1,1.0,1
3499251063102755,4.0,1.0,0,12,4.0,0
3499290857776390,3.0,1.0,1,12,3.0,0
3499309845489805,9.0,0.0,0,2,8.0,1
3499314988261423,4.0,0.0,1,43,27.0,0
3499324319826924,4.0,1.0,1,2,4.0,0
3499331492923159,7.0,1.0,0,43,31.0,0
3499394006424160,5.0,1.0,1,1,5.0,0
3499526159167889,4.0,0.0,1,6,7.0,0
3499548008107723,4.0,1.0,1,7,23.0,0
3499613251284832,3.0,1.0,0,21,8.0,0
3499616508280892,6.0,0.0,1,17,23.0,0
3499630064783949,4.0,0.0,0,7,5.0,0
3499652679215264,4.0,0.0,1,13,4.0,0
3499657820232206,4.0,0.0,1,31,6.0,0
3499704308301708,3.0,0.0,0,118,13.0,0
3499721589530788,4.0,1.0,1,5,2.0,0
3499728717437032,2.0,1.0,0,124,30.0,0
3499749902477534,5.0,0.0,0,1,5.0,1
3499771191085824,4.0,1.0,0,205,37.0,0
3499780665231650,4.0,1.0,0,8,9.0,0
3499803166947247,4.0,1.0,1,13,14.0,0
3499805313903632,3.0,1.0,1,8,5.0,1
